1, Bachelors, Never-married
22290, Masters, Never-married
22291, HS-grad, Divorced
22292, HS-grad, Widowed
22293, HS-grad, Never-married
22294, Bachelors, Married-civ-spouse
22295, Masters, Never-married
22296, Masters, Divorced
22297, Bachelors, Never-married
22298, HS-grad, Never-married
22299, 11th, Never-married
22300, Some-college, Separated
22301, 1st-4th, Never-married
22302, Assoc-voc, Married-civ-spouse
22303, HS-grad, Never-married
22304, HS-grad, Never-married
22305, Assoc-acdm, Never-married
22306, Some-college, Divorced
22307, Some-college, Married-civ-spouse
22308, Bachelors, Widowed
22309, Some-college, Never-married
22310, Some-college, Married-civ-spouse
22311, HS-grad, Separated
22312, HS-grad, Never-married
22313, 11th, Never-married
22314, 10th, Married-civ-spouse
22315, HS-grad, Never-married
22316, Some-college, Married-civ-spouse
22317, HS-grad, Married-civ-spouse
22318, Prof-school, Married-civ-spouse
22319, HS-grad, Married-spouse-absent
22320, HS-grad, Married-civ-spouse
22321, Masters, Never-married
22322, HS-grad, Married-civ-spouse
22323, Some-college, Married-civ-spouse
22324, Bachelors, Married-civ-spouse
22325, Bachelors, Married-civ-spouse
22326, HS-grad, Married-civ-spouse
22327, 5th-6th, Married-civ-spouse
22328, Assoc-acdm, Never-married
22329, HS-grad, Married-civ-spouse
22330, Prof-school, Married-civ-spouse
22331, Some-college, Widowed
22332, HS-grad, Married-civ-spouse
22333, Some-college, Married-civ-spouse
22334, 11th, Married-civ-spouse
22335, Bachelors, Married-civ-spouse
22336, Bachelors, Married-civ-spouse
22337, 11th, Divorced
22338, Bachelors, Married-civ-spouse
22339, Masters, Married-civ-spouse
22340, 5th-6th, Separated
22341, HS-grad, Never-married
22342, HS-grad, Married-civ-spouse
22343, Masters, Never-married
22344, Some-college, Widowed
22345, Some-college, Never-married
22346, 5th-6th, Married-spouse-absent
22347, HS-grad, Married-civ-spouse
22348, Some-college, Never-married
22349, 1st-4th, Separated
22350, HS-grad, Never-married
22351, 10th, Separated
22352, Bachelors, Married-spouse-absent
22353, HS-grad, Never-married
22354, HS-grad, Married-civ-spouse
22355, HS-grad, Married-civ-spouse
22356, HS-grad, Never-married
22357, Some-college, Never-married
22358, HS-grad, Married-civ-spouse
22359, 9th, Separated
22360, HS-grad, Married-civ-spouse
22361, Some-college, Never-married
22362, Doctorate, Married-civ-spouse
22363, Some-college, Married-civ-spouse
22364, Some-college, Divorced
22365, HS-grad, Married-civ-spouse
22366, 9th, Never-married
22367, Bachelors, Married-civ-spouse
22368, Bachelors, Never-married
22369, Bachelors, Never-married
22370, Prof-school, Married-civ-spouse
22371, 7th-8th, Never-married
22372, Masters, Never-married
22373, HS-grad, Separated
22374, 5th-6th, Married-civ-spouse
22375, Some-college, Divorced
22376, Some-college, Married-civ-spouse
22377, HS-grad, Married-spouse-absent
22378, HS-grad, Married-civ-spouse
22379, 7th-8th, Married-civ-spouse
22380, Some-college, Never-married
22381, Bachelors, Never-married
22382, HS-grad, Widowed
22383, 11th, Divorced
22384, HS-grad, Never-married
22385, Bachelors, Married-civ-spouse
22386, Bachelors, Married-civ-spouse
22387, HS-grad, Married-civ-spouse
22388, Some-college, Never-married
22389, Assoc-acdm, Married-civ-spouse
22390, HS-grad, Married-civ-spouse
22391, Masters, Married-civ-spouse
22392, 7th-8th, Married-civ-spouse
22393, HS-grad, Married-civ-spouse
22394, Some-college, Divorced
22395, HS-grad, Married-civ-spouse
22396, Bachelors, Never-married
22397, 12th, Never-married
22398, 10th, Divorced
22399, Masters, Married-civ-spouse
22400, Bachelors, Married-civ-spouse
22401, HS-grad, Separated
22402, Masters, Never-married
22403, Doctorate, Married-civ-spouse
22404, Some-college, Married-civ-spouse
22405, HS-grad, Married-civ-spouse
22406, Some-college, Never-married
22407, HS-grad, Married-civ-spouse
22408, HS-grad, Divorced
22409, HS-grad, Divorced
22410, Masters, Never-married
22411, Some-college, Divorced
22412, HS-grad, Widowed
22413, HS-grad, Married-civ-spouse
22414, HS-grad, Married-civ-spouse
22415, Assoc-acdm, Married-civ-spouse
22416, Bachelors, Never-married
22417, HS-grad, Married-civ-spouse
22418, Some-college, Married-civ-spouse
22419, HS-grad, Never-married
22420, HS-grad, Married-civ-spouse
22421, Some-college, Married-civ-spouse
22422, HS-grad, Married-civ-spouse
22423, 7th-8th, Divorced
22424, 10th, Never-married
22425, HS-grad, Married-civ-spouse
22426, 12th, Married-civ-spouse
22427, 11th, Never-married
22428, Bachelors, Married-civ-spouse
22429, 11th, Married-civ-spouse
22430, HS-grad, Married-civ-spouse
22431, Masters, Married-civ-spouse
22432, 10th, Married-spouse-absent
22433, HS-grad, Married-civ-spouse
22434, HS-grad, Married-civ-spouse
22435, Masters, Divorced
22436, HS-grad, Never-married
22437, Bachelors, Married-civ-spouse
22438, HS-grad, Divorced
22439, HS-grad, Married-civ-spouse
22440, Bachelors, Married-civ-spouse
22441, Assoc-acdm, Never-married
22442, Assoc-voc, Married-civ-spouse
22443, HS-grad, Never-married
22444, HS-grad, Married-civ-spouse
22445, Some-college, Married-civ-spouse
22446, 7th-8th, Married-spouse-absent
22447, 11th, Married-spouse-absent
22448, HS-grad, Married-civ-spouse
22449, Prof-school, Never-married
22450, HS-grad, Married-civ-spouse
22451, HS-grad, Never-married
22452, Prof-school, Married-civ-spouse
22453, Some-college, Married-civ-spouse
22454, Some-college, Never-married
22455, Bachelors, Married-civ-spouse
22456, HS-grad, Married-civ-spouse
22457, HS-grad, Married-civ-spouse
22458, Some-college, Never-married
22459, Some-college, Married-civ-spouse
22460, 11th, Married-civ-spouse
22461, HS-grad, Divorced
22462, Some-college, Never-married
22463, Assoc-voc, Widowed
22464, HS-grad, Never-married
22465, 11th, Never-married
22466, Bachelors, Never-married
22467, HS-grad, Married-civ-spouse
22468, Bachelors, Married-spouse-absent
22469, HS-grad, Married-civ-spouse
22470, Bachelors, Never-married
22471, HS-grad, Married-civ-spouse
22472, Assoc-voc, Married-civ-spouse
22473, Bachelors, Never-married
22474, Some-college, Married-civ-spouse
22475, 11th, Married-civ-spouse
22476, Bachelors, Married-civ-spouse
22477, HS-grad, Divorced
22478, 10th, Never-married
22479, Some-college, Married-civ-spouse
22480, 11th, Never-married
22481, 9th, Never-married
22482, Some-college, Widowed
22483, Assoc-acdm, Divorced
22484, Some-college, Never-married
22485, Some-college, Divorced
22486, 10th, Married-civ-spouse
22487, 10th, Married-civ-spouse
22488, Bachelors, Divorced
22489, HS-grad, Married-civ-spouse
22490, HS-grad, Married-civ-spouse
22491, HS-grad, Never-married
22492, HS-grad, Married-civ-spouse
22493, Bachelors, Married-civ-spouse
22494, HS-grad, Widowed
22495, Some-college, Married-civ-spouse
22496, 9th, Never-married
22497, 11th, Never-married
22498, 10th, Married-civ-spouse
22499, Bachelors, Married-civ-spouse
22500, Bachelors, Married-civ-spouse
22501, HS-grad, Married-civ-spouse
22502, 9th, Never-married
22503, 10th, Never-married
22504, Bachelors, Married-civ-spouse
22505, HS-grad, Divorced
22506, Some-college, Divorced
22507, Assoc-voc, Divorced
22508, HS-grad, Married-civ-spouse
22509, Some-college, Never-married
22510, Bachelors, Never-married
22511, HS-grad, Never-married
22512, HS-grad, Divorced
22513, 1st-4th, Married-civ-spouse
22514, Some-college, Married-civ-spouse
22515, Masters, Divorced
22516, Assoc-acdm, Married-civ-spouse
22517, HS-grad, Married-civ-spouse
22518, Some-college, Never-married
22519, Assoc-acdm, Married-civ-spouse
22520, HS-grad, Married-civ-spouse
22521, HS-grad, Married-civ-spouse
22522, HS-grad, Married-civ-spouse
22523, Some-college, Divorced
22524, HS-grad, Never-married
22525, Some-college, Married-civ-spouse
22526, HS-grad, Married-civ-spouse
22527, Assoc-acdm, Married-civ-spouse
22528, Prof-school, Divorced
22529, HS-grad, Married-civ-spouse
22530, Bachelors, Never-married
22531, HS-grad, Never-married
22532, Preschool, Married-spouse-absent
22533, HS-grad, Married-civ-spouse
22534, 9th, Married-civ-spouse
22535, Assoc-voc, Never-married
22536, 11th, Widowed
22537, Masters, Married-civ-spouse
22538, Doctorate, Married-civ-spouse
22539, HS-grad, Married-civ-spouse
22540, HS-grad, Married-civ-spouse
22541, HS-grad, Married-civ-spouse
22542, 9th, Married-civ-spouse
22543, Prof-school, Married-civ-spouse
22544, Masters, Married-civ-spouse
22545, Prof-school, Married-civ-spouse
22546, HS-grad, Separated
22547, Assoc-voc, Married-civ-spouse
22548, Bachelors, Married-civ-spouse
22549, Assoc-acdm, Married-civ-spouse
22550, Some-college, Never-married
22551, HS-grad, Separated
22552, HS-grad, Never-married
22553, Some-college, Never-married
22554, Assoc-voc, Married-civ-spouse
22555, Some-college, Never-married
22556, Prof-school, Married-civ-spouse
22557, Bachelors, Married-civ-spouse
22558, Some-college, Married-civ-spouse
22559, HS-grad, Married-civ-spouse
22560, HS-grad, Married-civ-spouse
22561, Some-college, Never-married
22562, Assoc-voc, Never-married
22563, HS-grad, Married-civ-spouse
22564, HS-grad, Never-married
22565, Masters, Married-civ-spouse
22566, 12th, Never-married
22567, HS-grad, Married-civ-spouse
22568, HS-grad, Divorced
22569, 11th, Divorced
22570, Bachelors, Married-civ-spouse
22571, Masters, Married-civ-spouse
22572, 1st-4th, Married-civ-spouse
22573, Some-college, Never-married
22574, Assoc-voc, Married-civ-spouse
22575, Assoc-acdm, Widowed
22576, Bachelors, Divorced
22577, 7th-8th, Separated
22578, HS-grad, Married-civ-spouse
22579, Masters, Married-civ-spouse
22580, Some-college, Divorced
22581, HS-grad, Married-civ-spouse
22582, HS-grad, Married-civ-spouse
22583, 11th, Never-married
22584, Some-college, Never-married
22585, HS-grad, Never-married
22586, HS-grad, Divorced
22587, HS-grad, Married-civ-spouse
22588, HS-grad, Divorced
22589, HS-grad, Married-civ-spouse
22590, Some-college, Divorced
22591, Bachelors, Married-civ-spouse
22592, Bachelors, Divorced
22593, Doctorate, Married-civ-spouse
22594, Bachelors, Married-civ-spouse
22595, Assoc-acdm, Married-civ-spouse
22596, Assoc-acdm, Divorced
22597, HS-grad, Married-civ-spouse
22598, Some-college, Separated
22599, Some-college, Married-civ-spouse
22600, HS-grad, Married-civ-spouse
22601, Bachelors, Married-civ-spouse
22602, HS-grad, Married-civ-spouse
22603, Bachelors, Divorced
22604, Some-college, Never-married
22605, HS-grad, Never-married
22606, Some-college, Married-civ-spouse
22607, HS-grad, Divorced
22608, 12th, Never-married
22609, Assoc-voc, Married-civ-spouse
22610, HS-grad, Widowed
22611, Some-college, Married-civ-spouse
22612, Prof-school, Never-married
22613, Bachelors, Married-civ-spouse
22614, Masters, Never-married
22615, Masters, Married-civ-spouse
22616, Bachelors, Never-married
22617, Some-college, Never-married
22618, 5th-6th, Never-married
22619, Bachelors, Married-spouse-absent
22620, HS-grad, Never-married
22621, Bachelors, Married-civ-spouse
22622, Some-college, Married-civ-spouse
22623, Some-college, Divorced
22624, 11th, Married-civ-spouse
22625, HS-grad, Divorced
22626, Bachelors, Never-married
22627, Assoc-voc, Never-married
22628, Assoc-voc, Never-married
22629, Bachelors, Never-married
22630, HS-grad, Divorced
22631, Prof-school, Divorced
22632, HS-grad, Married-civ-spouse
22633, Some-college, Married-civ-spouse
22634, 11th, Never-married
22635, Bachelors, Married-civ-spouse
22636, Bachelors, Separated
22637, HS-grad, Never-married
22638, Masters, Divorced
22639, Assoc-voc, Divorced
22640, Prof-school, Married-civ-spouse
22641, Masters, Married-civ-spouse
22642, 12th, Never-married
22643, Some-college, Never-married
22644, Some-college, Married-civ-spouse
22645, Assoc-voc, Married-civ-spouse
22646, Some-college, Married-civ-spouse
22647, Assoc-voc, Never-married
22648, Bachelors, Divorced
22649, HS-grad, Divorced
22650, Some-college, Married-civ-spouse
22651, Bachelors, Divorced
22652, 9th, Married-civ-spouse
22653, Some-college, Married-civ-spouse
22654, Some-college, Divorced
22655, HS-grad, Married-civ-spouse
22656, HS-grad, Married-civ-spouse
22657, Bachelors, Never-married
22658, HS-grad, Married-civ-spouse
22659, HS-grad, Never-married
22660, Some-college, Never-married
22661, HS-grad, Never-married
22662, Assoc-acdm, Married-civ-spouse
22663, HS-grad, Married-civ-spouse
22664, Bachelors, Married-civ-spouse
22665, HS-grad, Never-married
22666, Some-college, Married-civ-spouse
22667, Some-college, Never-married
22668, Bachelors, Married-civ-spouse
22669, Masters, Married-civ-spouse
22670, HS-grad, Married-civ-spouse
22671, 9th, Never-married
22672, Bachelors, Married-civ-spouse
22673, HS-grad, Married-civ-spouse
22674, 11th, Never-married
22675, HS-grad, Never-married
22676, Some-college, Divorced
22677, HS-grad, Divorced
22678, Bachelors, Married-spouse-absent
22679, Some-college, Never-married
22680, HS-grad, Married-civ-spouse
22681, Some-college, Married-civ-spouse
22682, Some-college, Never-married
22683, Masters, Divorced
22684, Some-college, Never-married
22685, Masters, Married-civ-spouse
22686, 9th, Married-civ-spouse
22687, 7th-8th, Never-married
22688, 12th, Never-married
22689, Assoc-voc, Married-civ-spouse
22690, HS-grad, Married-civ-spouse
22691, Some-college, Never-married
22692, HS-grad, Married-civ-spouse
22693, Some-college, Never-married
22694, HS-grad, Never-married
22695, Some-college, Married-civ-spouse
22696, 12th, Separated
22697, Bachelors, Married-civ-spouse
22698, Bachelors, Married-civ-spouse
22699, Bachelors, Never-married
22700, HS-grad, Married-civ-spouse
22701, Assoc-acdm, Married-civ-spouse
22702, Masters, Divorced
22703, Bachelors, Married-civ-spouse
22704, HS-grad, Married-civ-spouse
22705, Some-college, Married-civ-spouse
22706, HS-grad, Divorced
22707, Bachelors, Never-married
22708, 10th, Never-married
22709, Masters, Married-civ-spouse
22710, Some-college, Never-married
22711, Bachelors, Never-married
22712, Bachelors, Married-civ-spouse
22713, Some-college, Never-married
22714, Bachelors, Married-civ-spouse
22715, HS-grad, Married-civ-spouse
22716, HS-grad, Married-civ-spouse
22717, Bachelors, Married-civ-spouse
22718, Some-college, Never-married
22719, Some-college, Married-civ-spouse
22720, Bachelors, Never-married
22721, Prof-school, Married-civ-spouse
22722, 11th, Never-married
22723, Doctorate, Never-married
22724, Bachelors, Married-civ-spouse
22725, Bachelors, Divorced
22726, HS-grad, Never-married
22727, HS-grad, Married-civ-spouse
22728, Bachelors, Never-married
22729, Bachelors, Never-married
22730, 11th, Never-married
22731, HS-grad, Never-married
22732, Assoc-voc, Widowed
22733, Bachelors, Married-civ-spouse
22734, Masters, Never-married
22735, Bachelors, Never-married
22736, Masters, Married-civ-spouse
22737, Masters, Never-married
22738, Assoc-voc, Married-civ-spouse
22739, Bachelors, Married-civ-spouse
22740, Bachelors, Married-civ-spouse
22741, HS-grad, Never-married
22742, Some-college, Never-married
22743, HS-grad, Never-married
22744, HS-grad, Married-civ-spouse
22745, HS-grad, Married-civ-spouse
22746, Assoc-acdm, Married-civ-spouse
22747, Bachelors, Never-married
22748, HS-grad, Divorced
22749, Masters, Married-civ-spouse
22750, Bachelors, Married-civ-spouse
22751, Bachelors, Never-married
22752, Bachelors, Married-civ-spouse
22753, Some-college, Never-married
22754, Some-college, Never-married
22755, HS-grad, Married-civ-spouse
22756, Bachelors, Never-married
22757, 7th-8th, Married-civ-spouse
22758, Some-college, Married-civ-spouse
22759, Prof-school, Married-civ-spouse
22760, HS-grad, Married-civ-spouse
22761, Some-college, Married-civ-spouse
22762, Bachelors, Married-civ-spouse
22763, Prof-school, Divorced
22764, HS-grad, Never-married
22765, Some-college, Never-married
22766, HS-grad, Married-civ-spouse
22767, 11th, Divorced
22768, Some-college, Married-civ-spouse
22769, HS-grad, Divorced
22770, HS-grad, Married-civ-spouse
22771, Bachelors, Divorced
22772, HS-grad, Divorced
22773, 11th, Married-civ-spouse
22774, 9th, Married-civ-spouse
22775, HS-grad, Married-civ-spouse
22776, HS-grad, Married-civ-spouse
22777, Some-college, Never-married
22778, HS-grad, Never-married
22779, Some-college, Divorced
22780, HS-grad, Never-married
22781, HS-grad, Married-civ-spouse
22782, HS-grad, Widowed
22783, HS-grad, Married-civ-spouse
22784, Masters, Never-married
22785, HS-grad, Divorced
22786, HS-grad, Separated
22787, HS-grad, Never-married
22788, Some-college, Married-civ-spouse
22789, Some-college, Never-married
22790, Some-college, Never-married
22791, 12th, Married-civ-spouse
22792, Masters, Married-civ-spouse
22793, Bachelors, Married-civ-spouse
22794, HS-grad, Married-civ-spouse
22795, Some-college, Never-married
22796, HS-grad, Married-spouse-absent
22797, HS-grad, Married-civ-spouse
22798, Some-college, Never-married
22799, 7th-8th, Widowed
22800, Some-college, Never-married
22801, Assoc-voc, Married-civ-spouse
22802, HS-grad, Separated
22803, Some-college, Married-civ-spouse
22804, Some-college, Divorced
22805, Bachelors, Divorced
22806, Some-college, Never-married
22807, Assoc-voc, Married-civ-spouse
22808, Some-college, Married-civ-spouse
22809, Some-college, Married-civ-spouse
22810, HS-grad, Divorced
22811, HS-grad, Never-married
22812, Some-college, Never-married
22813, Bachelors, Married-civ-spouse
22814, Assoc-acdm, Never-married
22815, HS-grad, Never-married
22816, 9th, Divorced
22817, Some-college, Divorced
22818, Assoc-voc, Married-civ-spouse
22819, Some-college, Divorced
22820, Some-college, Never-married
22821, HS-grad, Divorced
22822, Bachelors, Married-civ-spouse
22823, Some-college, Never-married
22824, HS-grad, Divorced
22825, HS-grad, Separated
22826, HS-grad, Never-married
22827, HS-grad, Never-married
22828, Bachelors, Married-civ-spouse
22829, HS-grad, Married-civ-spouse
22830, Prof-school, Married-civ-spouse
22831, Masters, Never-married
22832, 12th, Married-civ-spouse
22833, Some-college, Never-married
22834, HS-grad, Married-civ-spouse
22835, Some-college, Never-married
22836, HS-grad, Divorced
22837, Assoc-voc, Never-married
22838, HS-grad, Never-married
22839, Masters, Never-married
22840, HS-grad, Married-civ-spouse
22841, Some-college, Married-civ-spouse
22842, Some-college, Never-married
22843, HS-grad, Separated
22844, HS-grad, Married-civ-spouse
22845, Bachelors, Married-civ-spouse
22846, Masters, Divorced
22847, Assoc-acdm, Married-civ-spouse
22848, Some-college, Married-civ-spouse
22849, 12th, Never-married
22850, 11th, Married-civ-spouse
22851, HS-grad, Married-civ-spouse
22852, HS-grad, Married-civ-spouse
22853, Some-college, Never-married
22854, Bachelors, Divorced
22855, Assoc-voc, Married-civ-spouse
22856, Some-college, Never-married
22857, Some-college, Divorced
22858, 12th, Never-married
22859, Bachelors, Never-married
22860, Assoc-voc, Divorced
22861, HS-grad, Separated
22862, Some-college, Married-civ-spouse
22863, Some-college, Married-civ-spouse
22864, Bachelors, Married-civ-spouse
22865, HS-grad, Never-married
22866, HS-grad, Married-civ-spouse
22867, 5th-6th, Married-civ-spouse
22868, Doctorate, Married-civ-spouse
22869, HS-grad, Married-civ-spouse
22870, Masters, Never-married
22871, 12th, Married-civ-spouse
22872, HS-grad, Never-married
22873, 11th, Married-civ-spouse
22874, 11th, Never-married
22875, Some-college, Married-civ-spouse
22876, HS-grad, Never-married
22877, Bachelors, Married-civ-spouse
22878, Bachelors, Never-married
22879, 7th-8th, Married-civ-spouse
22880, Some-college, Never-married
22881, 12th, Married-civ-spouse
22882, Some-college, Never-married
22883, Bachelors, Married-civ-spouse
22884, HS-grad, Never-married
22885, 5th-6th, Never-married
22886, Some-college, Never-married
22887, HS-grad, Never-married
22888, Bachelors, Divorced
22889, HS-grad, Never-married
22890, Some-college, Never-married
22891, Bachelors, Married-civ-spouse
22892, HS-grad, Never-married
22893, Bachelors, Never-married
22894, Assoc-voc, Married-civ-spouse
22895, HS-grad, Divorced
22896, Some-college, Divorced
22897, 11th, Never-married
22898, HS-grad, Never-married
22899, 5th-6th, Married-civ-spouse
22900, 10th, Married-civ-spouse
22901, Some-college, Married-civ-spouse
22902, HS-grad, Married-civ-spouse
22903, HS-grad, Widowed
22904, HS-grad, Married-civ-spouse
22905, HS-grad, Never-married
22906, Prof-school, Married-civ-spouse
22907, Masters, Married-civ-spouse
22908, 9th, Widowed
22909, Some-college, Married-spouse-absent
22910, Masters, Married-civ-spouse
22911, 12th, Married-civ-spouse
22912, Bachelors, Never-married
22913, Some-college, Never-married
22914, Prof-school, Married-civ-spouse
22915, Some-college, Divorced
22916, Assoc-acdm, Never-married
22917, HS-grad, Married-civ-spouse
22918, HS-grad, Never-married
22919, HS-grad, Widowed
22920, Prof-school, Married-civ-spouse
22921, HS-grad, Never-married
22922, HS-grad, Never-married
22923, Assoc-acdm, Married-civ-spouse
22924, Some-college, Widowed
22925, Assoc-voc, Married-civ-spouse
22926, Assoc-acdm, Married-civ-spouse
22927, 10th, Divorced
22928, Some-college, Divorced
22929, 10th, Never-married
22930, Some-college, Divorced
22931, HS-grad, Widowed
22932, Bachelors, Married-civ-spouse
22933, HS-grad, Never-married
22934, Prof-school, Married-civ-spouse
22935, 11th, Never-married
22936, HS-grad, Married-civ-spouse
22937, Bachelors, Married-civ-spouse
22938, Some-college, Divorced
22939, HS-grad, Widowed
22940, HS-grad, Married-civ-spouse
22941, Preschool, Never-married
22942, HS-grad, Married-civ-spouse
22943, HS-grad, Married-civ-spouse
22944, HS-grad, Married-civ-spouse
22945, Assoc-voc, Married-civ-spouse
22946, 10th, Married-civ-spouse
22947, HS-grad, Divorced
22948, 11th, Married-civ-spouse
22949, Bachelors, Married-civ-spouse
22950, HS-grad, Divorced
22951, Some-college, Never-married
22952, Assoc-acdm, Married-civ-spouse
22953, Some-college, Married-civ-spouse
22954, Bachelors, Married-civ-spouse
22955, Bachelors, Never-married
22956, HS-grad, Married-civ-spouse
22957, Masters, Married-civ-spouse
22958, 11th, Never-married
22959, 11th, Never-married
22960, 11th, Married-civ-spouse
22961, HS-grad, Never-married
22962, HS-grad, Divorced
22963, Some-college, Married-civ-spouse
22964, Some-college, Never-married
22965, Some-college, Married-civ-spouse
22966, 7th-8th, Married-civ-spouse
22967, HS-grad, Married-civ-spouse
22968, Bachelors, Separated
22969, Bachelors, Married-civ-spouse
22970, Prof-school, Married-civ-spouse
22971, HS-grad, Married-civ-spouse
22972, HS-grad, Married-civ-spouse
22973, HS-grad, Married-civ-spouse
22974, 11th, Never-married
22975, Some-college, Separated
22976, HS-grad, Married-civ-spouse
22977, 5th-6th, Married-civ-spouse
22978, HS-grad, Divorced
22979, Masters, Separated
22980, Some-college, Married-civ-spouse
22981, Some-college, Never-married
22982, Bachelors, Separated
22983, Some-college, Never-married
22984, Some-college, Never-married
22985, Bachelors, Married-civ-spouse
22986, Bachelors, Married-civ-spouse
22987, Some-college, Never-married
22988, HS-grad, Married-civ-spouse
22989, Bachelors, Never-married
22990, Bachelors, Separated
22991, HS-grad, Married-civ-spouse
22992, Masters, Married-civ-spouse
22993, Some-college, Never-married
22994, Some-college, Married-civ-spouse
22995, 9th, Married-civ-spouse
22996, HS-grad, Married-civ-spouse
22997, Masters, Never-married
22998, Some-college, Never-married
22999, Some-college, Never-married
23000, Bachelors, Never-married
23001, HS-grad, Widowed
23002, 5th-6th, Never-married
23003, Bachelors, Married-civ-spouse
23004, HS-grad, Never-married
23005, Bachelors, Married-civ-spouse
23006, Assoc-acdm, Married-civ-spouse
23007, Assoc-voc, Married-civ-spouse
23008, 11th, Married-civ-spouse
23009, Masters, Married-civ-spouse
23010, HS-grad, Divorced
23011, HS-grad, Married-civ-spouse
23012, Prof-school, Never-married
23013, 1st-4th, Married-civ-spouse
23014, 9th, Married-civ-spouse
23015, HS-grad, Never-married
23016, Bachelors, Married-civ-spouse
23017, Bachelors, Married-civ-spouse
23018, Some-college, Married-civ-spouse
23019, Some-college, Married-civ-spouse
23020, Bachelors, Married-civ-spouse
23021, HS-grad, Married-civ-spouse
23022, Bachelors, Divorced
23023, Bachelors, Married-civ-spouse
23024, Bachelors, Never-married
23025, Some-college, Never-married
23026, Some-college, Never-married
23027, Some-college, Widowed
23028, 7th-8th, Never-married
23029, Assoc-acdm, Divorced
23030, Some-college, Married-civ-spouse
23031, HS-grad, Never-married
23032, Bachelors, Never-married
23033, Bachelors, Married-civ-spouse
23034, HS-grad, Never-married
23035, HS-grad, Never-married
23036, Some-college, Divorced
23037, Assoc-acdm, Married-civ-spouse
23038, HS-grad, Never-married
23039, HS-grad, Separated
23040, Some-college, Never-married
23041, Masters, Married-civ-spouse
23042, Some-college, Married-civ-spouse
23043, 10th, Never-married
23044, Bachelors, Never-married
23045, Some-college, Married-civ-spouse
23046, Some-college, Married-civ-spouse
23047, HS-grad, Married-civ-spouse
23048, 9th, Married-civ-spouse
23049, 11th, Never-married
23050, Bachelors, Never-married
23051, Bachelors, Never-married
23052, 10th, Married-civ-spouse
23053, Bachelors, Married-civ-spouse
23054, Some-college, Divorced
23055, HS-grad, Divorced
23056, Bachelors, Married-civ-spouse
23057, HS-grad, Never-married
23058, HS-grad, Divorced
23059, Bachelors, Married-civ-spouse
23060, Some-college, Separated
23061, HS-grad, Divorced
23062, Bachelors, Married-civ-spouse
23063, Some-college, Never-married
23064, Assoc-acdm, Never-married
23065, Some-college, Never-married
23066, Bachelors, Never-married
23067, Bachelors, Never-married
23068, HS-grad, Never-married
23069, Some-college, Widowed
23070, Bachelors, Divorced
23071, 5th-6th, Married-civ-spouse
23072, HS-grad, Never-married
23073, 5th-6th, Never-married
23074, Assoc-acdm, Divorced
23075, Some-college, Married-civ-spouse
23076, HS-grad, Divorced
23077, HS-grad, Never-married
23078, HS-grad, Divorced
23079, Doctorate, Married-civ-spouse
23080, HS-grad, Married-civ-spouse
23081, Assoc-voc, Married-civ-spouse
23082, Assoc-acdm, Separated
23083, HS-grad, Married-civ-spouse
23084, HS-grad, Married-civ-spouse
23085, HS-grad, Married-civ-spouse
23086, HS-grad, Never-married
23087, Assoc-voc, Married-civ-spouse
23088, Doctorate, Married-civ-spouse
23089, Assoc-voc, Widowed
23090, Bachelors, Married-civ-spouse
23091, Assoc-acdm, Divorced
23092, HS-grad, Widowed
23093, HS-grad, Divorced
23094, Some-college, Married-civ-spouse
23095, Assoc-voc, Never-married
23096, Some-college, Never-married
23097, Some-college, Never-married
23098, HS-grad, Married-civ-spouse
23099, 10th, Married-civ-spouse
23100, 10th, Divorced
23101, 9th, Divorced
23102, Bachelors, Married-civ-spouse
23103, Some-college, Never-married
23104, Masters, Divorced
23105, Bachelors, Never-married
23106, Assoc-voc, Never-married
23107, HS-grad, Married-civ-spouse
23108, HS-grad, Divorced
23109, Some-college, Married-civ-spouse
23110, 11th, Never-married
23111, Some-college, Married-civ-spouse
23112, 12th, Never-married
23113, HS-grad, Never-married
23114, Bachelors, Married-civ-spouse
23115, Some-college, Never-married
23116, HS-grad, Never-married
23117, Some-college, Never-married
23118, Bachelors, Never-married
23119, Some-college, Never-married
23120, Some-college, Married-civ-spouse
23121, 11th, Never-married
23122, 9th, Never-married
23123, Some-college, Married-civ-spouse
23124, Assoc-voc, Divorced
23125, Bachelors, Divorced
23126, 1st-4th, Married-civ-spouse
23127, Some-college, Divorced
23128, Prof-school, Divorced
23129, Some-college, Never-married
23130, Assoc-voc, Never-married
23131, Masters, Married-civ-spouse
23132, Bachelors, Married-civ-spouse
23133, Some-college, Divorced
23134, Some-college, Married-civ-spouse
23135, 7th-8th, Married-civ-spouse
23136, 11th, Never-married
23137, Some-college, Never-married
23138, 10th, Divorced
23139, HS-grad, Never-married
23140, HS-grad, Never-married
23141, Bachelors, Divorced
23142, HS-grad, Married-civ-spouse
23143, Assoc-voc, Divorced
23144, HS-grad, Never-married
23145, 10th, Married-civ-spouse
23146, HS-grad, Divorced
23147, Some-college, Never-married
23148, Some-college, Never-married
23149, Some-college, Never-married
23150, Some-college, Married-civ-spouse
23151, HS-grad, Never-married
23152, Assoc-voc, Married-civ-spouse
23153, HS-grad, Never-married
23154, Some-college, Married-civ-spouse
23155, HS-grad, Married-civ-spouse
23156, Assoc-acdm, Never-married
23157, Some-college, Divorced
23158, HS-grad, Married-civ-spouse
23159, HS-grad, Never-married
23160, Assoc-voc, Divorced
